,movie_title,release_date,genre,avg_rating,prod_budget,domestic_gross,global_gross,release_month,ROI,global_gross_millions,prod_budget_millions,budget_category,rating_category,roi_category
2168,"Girl, Interrupted",1999-12-21,biography,7.3,24000000,28871190,48308749,Dec,1.0128645416666666,48.31,24.0,Moderate Budget,High Rating,Moderate ROI
1023,Man on the Moon,1999-12-22,biography,7.4,52000000,34580635,47407635,Dec,-0.08831471153846154,47.41,52.0,High Budget,High Rating,Low ROI
844,Any Given Sunday,1999-12-22,drama,6.9,60000000,75530832,100230832,Dec,0.6705138666666667,100.23,60.0,High Budget,High Rating,Moderate ROI
2106,Angela's Ashes,1999-12-24,biography,7.3,25000000,13038660,13038660,Dec,-0.4784536,13.04,25.0,Moderate Budget,High Rating,Low ROI
1201,Galaxy Quest,1999-12-24,adventure,7.4,45000000,71423726,90523726,Dec,1.0116383555555555,90.52,45.0,High Budget,High Rating,Moderate ROI
1327,The Talented Mr. Ripley,1999-12-24,crime,7.4,40000000,81292135,128792130,Dec,2.21980325,128.79,40.0,Moderate Budget,High Rating,High ROI
1517,Snow Falling on Cedars,1999-12-24,drama,6.7,36000000,14378353,14378353,Dec,-0.6006013055555556,14.38,36.0,Moderate Budget,Moderate Rating,Low ROI
1470,The Hurricane,1999-12-29,biography,7.6,38000000,50699241,73956241,Dec,0.9462168684210527,73.96,38.0,Moderate Budget,High Rating,Moderate ROI
3473,My Dog Skip,2000-01-12,comedy,7.0,7000000,34099640,35795319,Jan,4.113617,35.8,7.0,Low Budget,High Rating,High ROI
3303,Next Friday,2000-01-12,comedy,6.1,9500000,57176582,59675307,Jan,5.281611263157894,59.68,9.5,Low Budget,Moderate Rating,High ROI
910,Supernova,2000-01-14,horror,4.8,60000000,14218868,14816494,Jan,-0.7530584333333333,14.82,60.0,High Budget,Low Rating,Low ROI
3331,Down to You,2000-01-21,comedy,5.0,9000000,20035310,20035310,Jan,1.2261455555555556,20.04,9.0,Low Budget,Low Rating,Moderate ROI
1520,Isn't She Great,2000-01-28,biography,5.3,36000000,2954405,2954405,Jan,-0.9179331944444444,2.95,36.0,Moderate Budget,Low Rating,Low ROI
1321,Scream 3,2000-02-04,horror,5.6,40000000,89138076,161838076,Feb,3.0459519,161.84,40.0,Moderate Budget,Low Rating,High ROI
3270,Gun Shy,2000-02-04,comedy,5.6,10000000,1638202,1638202,Feb,-0.8361798,1.64,10.0,Low Budget,Low Rating,Low ROI
4338,Trois,2000-02-11,drama,3.8,200000,1161843,1161843,Feb,4.809215,1.16,0.2,Low Budget,Low Rating,High ROI
2335,The Tigger Movie,2000-02-11,adventure,6.3,20000000,45542421,96147688,Feb,3.8073844,96.15,20.0,Moderate Budget,Moderate Rating,High ROI
1089,The Beach,2000-02-11,adventure,6.6,50000000,39778599,39778599,Feb,-0.20442802,39.78,50.0,High Budget,Moderate Rating,Low ROI
2916,Snow Day,2000-02-11,adventure,5.1,13000000,60008303,62452927,Feb,3.8040713076923076,62.45,13.0,Low Budget,Low Rating,High ROI
3334,Boiler Room,2000-02-18,crime,7.0,9000000,16963963,28773637,Feb,2.197070777777778,28.77,9.0,Low Budget,High Rating,High ROI
2190,Pitch Black,2000-02-18,action,7.1,23000000,39235088,53182088,Feb,1.312264695652174,53.18,23.0,Moderate Budget,High Rating,Moderate ROI
2157,The Whole Nine Yards,2000-02-18,comedy,6.7,24000000,57262492,85527867,Feb,2.563661125,85.53,24.0,Moderate Budget,Moderate Rating,High ROI
1380,Hanging Up,2000-02-18,comedy,4.8,40000000,36037909,51867723,Feb,0.296693075,51.87,40.0,Moderate Budget,Low Rating,Moderate ROI
1606,Wonder Boys,2000-02-23,comedy,7.2,35000000,19389454,33422485,Feb,-0.04507185714285714,33.42,35.0,Moderate Budget,High Rating,Low ROI
1516,Reindeer Games,2000-02-25,action,5.8,36000000,23360779,23360779,Feb,-0.3510894722222222,23.36,36.0,Moderate Budget,Low Rating,Low ROI
3818,3 Strikes,2000-03-01,comedy,4.6,4000000,9821335,9821335,Mar,1.45533375,9.82,4.0,Low Budget,Low Rating,Moderate ROI
1139,What Planet Are You From?,2000-03-03,comedy,5.6,50000000,6291602,6291602,Mar,-0.87416796,6.29,50.0,High Budget,Low Rating,Low ROI
2099,The Next Best Thing,2000-03-03,comedy,4.6,25000000,14983572,24355762,Mar,-0.02576952,24.36,25.0,Moderate Budget,Low Rating,Low ROI
2687,Drowning Mona,2000-03-03,comedy,5.7,16000000,15427192,15980376,Mar,-0.0012265,15.98,16.0,Moderate Budget,Low Rating,Low ROI
4309,God's Army,2000-03-10,drama,6.2,300000,2637726,2652515,Mar,7.841716666666667,2.65,0.3,Low Budget,Moderate Rating,High ROI
466,Mission to Mars,2000-03-10,adventure,5.6,90000000,60874615,106000000,Mar,0.17777777777777778,106.0,90.0,High Budget,Low Rating,Low ROI
2187,Final Destination,2000-03-17,horror,6.7,23000000,53302314,112036870,Mar,3.871168260869565,112.04,23.0,Moderate Budget,Moderate Rating,High ROI
1040,Erin Brockovich,2000-03-17,biography,7.4,50000000,125548685,257805243,Mar,4.15610486,257.81,50.0,High Budget,High Rating,High ROI
2034,Romeo Must Die,2000-03-22,action,6.1,25000000,55973336,91036760,Mar,2.6414704,91.04,25.0,Moderate Budget,Moderate Rating,High ROI
2813,Here on Earth,2000-03-24,drama,5.1,15000000,10494147,10845127,Mar,-0.2769915333333333,10.85,15.0,Low Budget,Low Rating,Low ROI
422,The Road to El Dorado,2000-03-31,adventure,6.9,95000000,50802661,65700000,Mar,-0.30842105263157893,65.7,95.0,High Budget,High Rating,Low ROI
2757,The Skulls,2000-03-31,action,5.6,15000000,35007180,35007180,Mar,1.333812,35.01,15.0,Low Budget,Low Rating,Moderate ROI
2370,High Fidelity,2000-03-31,comedy,7.4,20000000,27277055,47881663,Mar,1.39408315,47.88,20.0,Moderate Budget,High Rating,Moderate ROI
853,Rules of Engagement,2000-04-07,drama,6.4,60000000,61322858,71719931,Apr,0.19533218333333333,71.72,60.0,High Budget,Moderate Rating,Moderate ROI
2164,Return to Me,2000-04-07,comedy,6.9,24000000,32662299,32662299,Apr,0.360929125,32.66,24.0,Moderate Budget,High Rating,Moderate ROI
2175,Ready to Rumble,2000-04-07,comedy,5.3,24000000,12372410,12372410,Apr,-0.48448291666666665,12.37,24.0,Moderate Budget,Low Rating,Low ROI
1881,Keeping the Faith,2000-04-14,comedy,6.4,29000000,37036404,45336404,Apr,0.563324275862069,45.34,29.0,Moderate Budget,Moderate Rating,Moderate ROI
1267,28 Days,2000-04-14,comedy,6.1,43000000,37035515,62063972,Apr,0.4433481860465116,62.06,43.0,High Budget,Moderate Rating,Moderate ROI
3412,American Psycho,2000-04-14,crime,7.6,8000000,15070285,34270285,Apr,3.283785625,34.27,8.0,Low Budget,High Rating,High ROI
2888,Gossip,2000-04-21,drama,5.9,14000000,5108820,12591270,Apr,-0.10062357142857142,12.59,14.0,Low Budget,Low Rating,Low ROI
810,U-571,2000-04-21,action,6.6,62000000,77086030,127630030,Apr,1.058548870967742,127.63,62.0,High Budget,Moderate Rating,Moderate ROI
2773,Love & Basketball,2000-04-21,drama,7.2,15000000,27441122,27709625,Apr,0.8473083333333333,27.71,15.0,Low Budget,High Rating,Moderate ROI
2889,Gossip,2000-04-21,comedy,4.7,14000000,5108820,12591270,Apr,-0.10062357142857142,12.59,14.0,Low Budget,Low Rating,Low ROI
2761,Where the Heart Is,2000-04-28,comedy,6.7,15000000,33771174,40862054,Apr,1.7241369333333334,40.86,15.0,Low Budget,Moderate Rating,Moderate ROI
1706,Frequency,2000-04-28,crime,7.4,31000000,44983704,68079671,Apr,1.1961184193548386,68.08,31.0,Moderate Budget,High Rating,Moderate ROI
931,The Flintstones in Viva Rock Vegas,2000-04-28,comedy,3.7,58000000,35231365,59431365,Apr,0.024678706896551723,59.43,58.0,High Budget,Low Rating,Low ROI
353,Gladiator,2000-05-04,action,8.5,103000000,187683805,456435588,May,3.431413475728155,456.44,103.0,High Budget,High Rating,High ROI
1652,I Dreamed of Africa,2000-05-05,adventure,5.5,34000000,6543194,14291999,May,-0.5796470882352941,14.29,34.0,Moderate Budget,Low Rating,Low ROI
4072,Hamlet,2000-05-12,drama,5.9,2000000,1577287,2419669,May,0.2098345,2.42,2.0,Low Budget,Low Rating,Moderate ROI
2573,Center Stage,2000-05-12,drama,6.6,18000000,17200925,21361109,May,0.18672827777777778,21.36,18.0,Moderate Budget,Moderate Rating,Low ROI
3055,Screwed,2000-05-12,comedy,5.6,12000000,6982680,6982680,May,-0.41811,6.98,12.0,Low Budget,Low Rating,Low ROI
2572,Small Time Crooks,2000-05-19,comedy,6.7,18000000,17266359,29934477,May,0.6630265,29.93,18.0,Moderate Budget,Moderate Rating,Moderate ROI
2662,Road Trip,2000-05-19,comedy,6.5,16000000,68525609,119739110,May,6.483694375,119.74,16.0,Moderate Budget,Moderate Rating,High ROI
269,Dinosaur,2000-05-19,adventure,6.4,127500000,137748063,356148063,May,1.7933181411764705,356.15,127.5,High Budget,Moderate Rating,Moderate ROI
971,Shanghai Noon,2000-05-26,action,6.6,55000000,56932305,71189835,May,0.29436063636363635,71.19,55.0,High Budget,Moderate Rating,Moderate ROI
1655,Big Momma's House,2000-06-02,action,5.2,33000000,117559438,173559438,Jun,4.259376909090909,173.56,33.0,Moderate Budget,Low Rating,High ROI
352,Gone in 60 Seconds,2000-06-09,action,6.5,103300000,101643008,232643008,Jun,1.252110435624395,232.64,103.3,High Budget,Moderate Rating,Moderate ROI
4277,Groove,2000-06-09,drama,6.6,500000,1115313,1167524,Jun,1.335048,1.17,0.5,Low Budget,Moderate Rating,Moderate ROI
653,Titan A.E.,2000-06-16,action,6.6,75000000,22751979,36751979,Jun,-0.5099736133333334,36.75,75.0,High Budget,Moderate Rating,Low ROI
2683,Boys and Girls,2000-06-16,comedy,5.4,16000000,21799652,21799652,Jun,0.36247825,21.8,16.0,Moderate Budget,Low Rating,Moderate ROI
1007,Shaft,2000-06-16,action,6.0,53012938,70327868,107190108,Jun,1.0219612804708165,107.19,53.01,High Budget,Low Rating,Moderate ROI
1276,Chicken Run,2000-06-21,adventure,7.1,42000000,106793915,227793915,Jun,4.423664642857143,227.79,42.0,High Budget,High Rating,High ROI
1025,"Me, Myself & Irene",2000-06-23,comedy,6.6,51000000,90570999,149270999,Jun,1.9268823333333334,149.27,51.0,High Budget,Moderate Rating,Moderate ROI
324,The Patriot,2000-06-28,action,7.2,110000000,113330342,215300000,Jun,0.9572727272727273,215.3,110.0,High Budget,High Rating,Moderate ROI
292,The Perfect Storm,2000-06-30,action,6.5,120000000,182618434,328711434,Jun,1.73926195,328.71,120.0,High Budget,Moderate Rating,Moderate ROI
610,The Adventures of Rocky & Bullwinkle,2000-06-30,adventure,4.3,76000000,26000610,35129610,Jun,-0.5377682894736842,35.13,76.0,High Budget,Low Rating,Low ROI
2495,Scary Movie,2000-07-07,comedy,6.2,19000000,157019771,277200000,Jul,13.589473684210526,277.2,19.0,Moderate Budget,Moderate Rating,High ROI
772,The Kid,2000-07-07,comedy,6.1,65000000,69688384,69688384,Jul,0.07212898461538461,69.69,65.0,High Budget,Moderate Rating,Low ROI
620,X-Men,2000-07-14,action,7.3,75000000,157299717,296872367,Jul,2.958298226666667,296.87,75.0,High Budget,High Rating,High ROI
2415,Loser,2000-07-21,comedy,5.3,20000000,15464026,18250106,Jul,-0.0874947,18.25,20.0,Moderate Budget,Low Rating,Low ROI
446,What Lies Beneath,2000-07-21,drama,6.6,90000000,155464351,288693989,Jul,2.207710988888889,288.69,90.0,High Budget,Moderate Rating,High ROI
2510,Thomas and the Magic Railroad,2000-07-26,adventure,4.1,19000000,15911332,15911332,Jul,-0.16256147368421053,15.91,19.0,Moderate Budget,Low Rating,Low ROI
521,Nutty Professor II: The Klumps,2000-07-28,comedy,4.4,84000000,123307945,166307945,Jul,0.9798564880952381,166.31,84.0,High Budget,Low Rating,Moderate ROI
3813,Saving Grace,2000-08-04,comedy,6.9,4000000,12178602,27786849,Aug,5.94671225,27.79,4.0,Low Budget,High Rating,High ROI
3842,Psycho Beach Party,2000-08-04,comedy,6.1,4000000,267972,267972,Aug,-0.933007,0.27,4.0,Low Budget,Moderate Rating,Low ROI
1210,Coyote Ugly,2000-08-04,comedy,5.7,45000000,60786269,113916474,Aug,1.5314772,113.92,45.0,High Budget,Low Rating,Moderate ROI
460,Hollow Man,2000-08-04,action,5.8,90000000,73209340,191200000,Aug,1.1244444444444444,191.2,90.0,High Budget,Low Rating,Moderate ROI
767,Space Cowboys,2000-08-04,action,6.5,65000000,90454043,128874043,Aug,0.9826775846153846,128.87,65.0,High Budget,Moderate Rating,Moderate ROI
3274,Cecil B. Demented,2000-08-11,comedy,6.2,10000000,1276984,1953882,Aug,-0.8046118,1.95,10.0,Low Budget,Moderate Rating,Low ROI
1082,The Replacements,2000-08-11,comedy,6.6,50000000,44737059,50054511,Aug,0.00109022,50.05,50.0,High Budget,Moderate Rating,Low ROI
1374,Autumn in New York,2000-08-11,drama,5.6,40000000,37752931,90717684,Aug,1.2679421,90.72,40.0,Moderate Budget,Low Rating,Moderate ROI
1394,Bless the Child,2000-08-11,crime,5.1,40000000,29374178,40435694,Aug,0.01089235,40.44,40.0,Moderate Budget,Low Rating,Low ROI
1547,The Cell,2000-08-18,crime,6.4,35000000,61280963,104102747,Aug,1.9743642,104.1,35.0,Moderate Budget,Moderate Rating,Moderate ROI
3914,The Original Kings of Comedy,2000-08-18,comedy,6.8,3000000,38168022,38236338,Aug,11.745446,38.24,3.0,Low Budget,Moderate Rating,High ROI
2198,The Crew,2000-08-25,comedy,5.6,23000000,13019253,13019253,Aug,-0.4339455217391304,13.02,23.0,Moderate Budget,Low Rating,Low ROI
1392,The Art of War,2000-08-25,action,5.7,40000000,30199105,40390931,Aug,0.009773275,40.39,40.0,Moderate Budget,Low Rating,Low ROI
3955,Whipped,2000-09-01,comedy,4.5,3000000,4142507,4142507,Sep,0.3808356666666667,4.14,3.0,Low Budget,Low Rating,Moderate ROI
2803,Highlander: Endgame,2000-09-01,action,4.6,15000000,12801190,12801190,Sep,-0.14658733333333332,12.8,15.0,Low Budget,Low Rating,Low ROI
1661,The Watcher,2000-09-08,crime,5.3,33000000,28946615,47267829,Sep,0.4323584545454545,47.27,33.0,Moderate Budget,Low Rating,Moderate ROI
2169,Nurse Betty,2000-09-08,comedy,6.3,24000000,25170054,27732366,Sep,0.15551525,27.73,24.0,Moderate Budget,Moderate Rating,Low ROI
3346,The Way of the Gun,2000-09-08,action,6.6,9000000,6047856,13061935,Sep,0.4513261111111111,13.06,9.0,Low Budget,Moderate Rating,Moderate ROI
4206,Fiza,2000-09-08,crime,6.0,1000000,623791,1179462,Sep,0.179462,1.18,1.0,Low Budget,Low Rating,Low ROI
893,Almost Famous,2000-09-15,adventure,7.9,60000000,32522352,47371191,Sep,-0.21048015,47.37,60.0,High Budget,High Rating,Low ROI
2700,Duets,2000-09-15,comedy,6.1,16000000,4734235,6615452,Sep,-0.58653425,6.62,16.0,Moderate Budget,Moderate Rating,Low ROI
1613,Bait,2000-09-15,action,5.7,35000000,15325127,15471969,Sep,-0.5579437428571429,15.47,35.0,Moderate Budget,Low Rating,Low ROI
4331,Urbania,2000-09-15,drama,6.9,225000,1032075,1032075,Sep,3.587,1.03,0.22,Low Budget,High Rating,High ROI
2978,Dancer in the Dark,2000-09-22,crime,7.9,12500000,4157491,45556774,Sep,2.64454192,45.56,12.5,Low Budget,High Rating,High ROI
3422,Woman on Top,2000-09-22,comedy,5.3,8000000,5018450,10192613,Sep,0.274076625,10.19,8.0,Low Budget,Low Rating,Moderate ROI
2784,Urban Legends: Final Cut,2000-09-22,horror,4.3,15000000,21468807,38574362,Sep,1.5716241333333334,38.57,15.0,Low Budget,Low Rating,Moderate ROI
4221,The Specials,2000-09-22,action,5.7,1000000,12996,12996,Sep,-0.987004,0.01,1.0,Low Budget,Low Rating,Low ROI
3571,Best in Show,2000-09-27,comedy,7.4,6000000,18621249,20695413,Sep,2.4492355,20.7,6.0,Low Budget,High Rating,High ROI
1719,Remember the Titans,2000-09-29,biography,7.8,30000000,115719751,136771683,Sep,3.5590561,136.77,30.0,Moderate Budget,High Rating,High ROI
4198,The Broken Hearts Club: A Romantic Comedy,2000-09-29,comedy,6.9,1000000,1744858,2022442,Sep,1.022442,2.02,1.0,Low Budget,High Rating,Moderate ROI
3350,Beautiful,2000-09-29,comedy,5.6,9000000,3134509,3134509,Sep,-0.6517212222222222,3.13,9.0,Low Budget,Low Rating,Low ROI
1424,Get Carter,2000-10-06,action,5.1,40000000,14967182,19417182,Oct,-0.51457045,19.42,40.0,Moderate Budget,Low Rating,Low ROI
3711,Digimon: The Movie,2000-10-06,action,6.0,5000000,9628751,16628751,Oct,2.3257502,16.63,5.0,Low Budget,Low Rating,High ROI
3266,Bamboozled,2000-10-06,comedy,6.6,10000000,2185266,2373937,Oct,-0.7626063,2.37,10.0,Low Budget,Moderate Rating,Low ROI
948,Meet the Parents,2000-10-06,comedy,7.0,55000000,166225040,330425040,Oct,5.007728,330.43,55.0,High Budget,High Rating,High ROI
3780,Requiem for a Dream,2000-10-06,drama,8.3,4500000,3635482,7389233,Oct,0.6420517777777778,7.39,4.5,Low Budget,High Rating,Moderate ROI
1935,Lost Souls,2000-10-13,drama,4.8,28000000,16779636,31320293,Oct,0.11858189285714285,31.32,28.0,Moderate Budget,Low Rating,Low ROI
3678,Billy Elliot,2000-10-13,drama,7.7,5000000,21995263,109252972,Oct,20.8505944,109.25,5.0,Low Budget,High Rating,High ROI
2247,The Little Vampire,2000-10-13,adventure,5.7,22000000,13555988,13560782,Oct,-0.3836008181818182,13.56,22.0,Moderate Budget,Low Rating,Low ROI
3106,The Ladies Man,2000-10-13,comedy,5.2,11000000,13592872,13719474,Oct,0.24722490909090908,13.72,11.0,Low Budget,Low Rating,Moderate ROI
3333,The Contender,2000-10-13,drama,6.9,9000000,17804273,17804273,Oct,0.9782525555555556,17.8,9.0,Low Budget,High Rating,Moderate ROI
1164,Bedazzled,2000-10-20,comedy,6.1,48000000,37879996,90376224,Oct,0.882838,90.38,48.0,High Budget,Moderate Rating,Moderate ROI
2480,The Yards,2000-10-20,crime,6.4,20000000,882710,2282710,Oct,-0.8858645,2.28,20.0,Moderate Budget,Moderate Rating,Low ROI
798,Lucky Numbers,2000-10-27,comedy,5.1,65000000,10014234,10014234,Oct,-0.8459348615384615,10.01,65.0,High Budget,Low Rating,Low ROI
2775,Book of Shadows: Blair Witch 2,2000-10-27,adventure,4.0,15000000,26421314,47721314,Oct,2.1814209333333334,47.72,15.0,Low Budget,Low Rating,High ROI
4261,Mercy Streets,2000-10-31,action,5.2,600000,173599,173599,Oct,-0.7106683333333333,0.17,0.6,Low Budget,Low Rating,Low ROI
449,Charlie's Angels,2000-11-03,action,5.6,90000000,125305545,259736090,Nov,1.8859565555555555,259.74,90.0,High Budget,Low Rating,Moderate ROI
898,The Legend of Bagger Vance,2000-11-03,drama,6.7,60000000,30695227,39235486,Nov,-0.34607523333333334,39.24,60.0,High Budget,Moderate Rating,Low ROI
4157,You Can Count on Me,2000-11-10,drama,7.5,1200000,9180275,10827356,Nov,8.022796666666666,10.83,1.2,Low Budget,High Rating,High ROI
577,Little Nicky,2000-11-10,comedy,5.3,80000000,39442871,58270391,Nov,-0.2716201125,58.27,80.0,High Budget,Low Rating,Low ROI
1680,Men of Honor,2000-11-10,biography,7.2,32000000,48814909,82339483,Nov,1.57310884375,82.34,32.0,Moderate Budget,High Rating,Moderate ROI
592,Red Planet,2000-11-10,action,5.7,80000000,17480890,33463969,Nov,-0.5817003875,33.46,80.0,High Budget,Low Rating,Low ROI
1734,Rugrats in Paris,2000-11-17,adventure,6.1,30000000,76501438,103284813,Nov,2.4428271,103.28,30.0,Moderate Budget,Moderate Rating,High ROI
528,The 6th Day,2000-11-17,action,5.9,82000000,34543701,96024898,Nov,0.17103534146341465,96.02,82.0,High Budget,Low Rating,Low ROI
1572,Bounce,2000-11-17,drama,5.8,35000000,36805288,53425292,Nov,0.5264369142857143,53.43,35.0,Moderate Budget,Low Rating,Moderate ROI
291,How the Grinch Stole Christmas,2000-11-17,comedy,6.3,123000000,260348825,345445403,Nov,1.808499211382114,345.45,123.0,High Budget,Moderate Rating,Moderate ROI
502,102 Dalmatians,2000-11-22,adventure,4.8,85000000,66941559,66941559,Nov,-0.21245224705882354,66.94,85.0,High Budget,Low Rating,Low ROI
663,Unbreakable,2000-11-22,drama,7.3,73243106,94999143,248099143,Nov,2.387337819889834,248.1,73.24,High Budget,High Rating,High ROI
2906,Quills,2000-11-22,biography,7.3,13500000,7060876,11732088,Nov,-0.13095644444444443,11.73,13.5,Low Budget,High Rating,Low ROI
4205,Panic,2000-12-01,comedy,6.7,1000000,779137,1425707,Dec,0.425707,1.43,1.0,Low Budget,Moderate Rating,Moderate ROI
789,Proof of Life,2000-12-08,action,6.3,65000000,32598931,62761005,Dec,-0.034446076923076926,62.76,65.0,High Budget,Moderate Rating,Low ROI
635,Vertical Limit,2000-12-08,action,5.9,75000000,68473360,213500000,Dec,1.8466666666666667,213.5,75.0,High Budget,Low Rating,Moderate ROI
2719,"Crouching Tiger, Hidden Dragon",2000-12-08,action,7.9,15000000,128440019,213886883,Dec,13.259125533333334,213.89,15.0,Low Budget,High Rating,High ROI
3176,Snatch,2000-12-08,comedy,8.2,10000000,30093107,83593107,Dec,7.3593107,83.59,10.0,Low Budget,High Rating,High ROI
377,The Emperor's New Groove,2000-12-15,adventure,7.4,100000000,89630573,169630573,Dec,0.69630573,169.63,100.0,High Budget,High Rating,Moderate ROI
754,What Women Want,2000-12-15,comedy,6.4,65000000,182805123,374105123,Dec,4.755463430769231,374.11,65.0,High Budget,Moderate Rating,High ROI
3586,Pollock,2000-12-15,biography,7.0,6000000,8596914,10557291,Dec,0.7595485,10.56,6.0,Low Budget,High Rating,Moderate ROI
2923,"Dude, Where's My Car?",2000-12-15,comedy,5.5,13000000,46729374,73180297,Dec,4.6292536153846155,73.18,13.0,Low Budget,Low Rating,High ROI
2029,Chocolat,2000-12-15,drama,7.3,25000000,71309760,152500343,Dec,5.10001372,152.5,25.0,Moderate Budget,High Rating,High ROI
1266,Finding Forrester,2000-12-19,drama,7.3,43000000,51768623,80013623,Dec,0.8607819302325581,80.01,43.0,High Budget,High Rating,Moderate ROI
3223,The Gift,2000-12-19,drama,6.7,10000000,12008642,44567606,Dec,3.4567606,44.57,10.0,Low Budget,Moderate Rating,High ROI
3261,The House of Mirth,2000-12-22,drama,7.0,10000000,3041803,5149131,Dec,-0.4850869,5.15,10.0,Low Budget,High Rating,Low ROI
1189,Miss Congeniality,2000-12-22,action,6.3,45000000,106807667,213420951,Dec,3.7426878,213.42,45.0,High Budget,Moderate Rating,High ROI
1925,Dracula 2000,2000-12-22,action,4.9,28000000,33000377,33000377,Dec,0.17858489285714285,33.0,28.0,Moderate Budget,Low Rating,Low ROI
